Disciplina,Turma,Coleg.,Vagas Ofe,Dia,HorÃ¡rio,Docente
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ADM565 - ESTADO E SOCIEDADE,10000.0,338.0,35.0,QUI,18:30 Ã s 20:20,Jose Antonio Gomes de Pinho
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ADM568 - FINANÃAS,10000.0,334.0,15.0,QUA,13:55 Ã s 15:45,Reginaldo Souza Santos
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ADM580 - POLITICA E GESTAO DO MEIO AMBIENTE,10000.0,334.0,15.0,TER,08:50 Ã s 10:40,Maria Elisabete Pereira dos Santos
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ADM606 - INDIVIDUOS E ORGANIZACOES,10000.0,338.0,20.0,QUI,18:30 Ã s 20:20,Diva Ester Okazaki Rowe
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ADM609 - TECNOLOGIA E COMPETITIVIDADE,10000.0,338.0,20.0,QUI,20:20 Ã s 22:10,Francisco Lima Cruz Teixeira
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ADM613 - GESTAO DA INFORMACAO NO SETOR PUBLICO,10000.0,338.0,20.0,SEX,18:30 Ã s 20:20,Ernani Marques dos Santos
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ADM619 - GESTAO E MARCOS REGULATORIOS,10000.0,338.0,20.0,SEX,20:20 Ã s 22:10,Vera Lucia Peixoto Santos Mendes
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ADM621 - FINANCAS CORPORATIVAS,10000.0,338.0,20.0,SEX,18:30 Ã s 20:20,Roberto Brazileiro Paixao
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ADM623 - POLITICAS PUBLICAS E PLANEJAMENTO GOVERNAMENTAL,10000.0,338.0,20.0,SEX,20:20 Ã s 22:10,Elizabeth Matos Ribeiro
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ADM630 - FINANÃAS PUBLICAS,10000.0,338.0,20.0,SEX,20:20 Ã s 22:10,Reginaldo Souza Santos
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ADM636 - ESTUDOS ORGANIZACIONAIS,10000.0,334.0,20.0,TER,08:50 Ã s 11:35,Ariadne Scalfoni Rigo
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ADM637 - CONCORRENCIA E REGULACAO,10000.0,338.0,20.0,SEX,18:30 Ã s 20:20,Marcus Alban Suarez
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ADM645 - GESTAO DE SERVICOS PUBLICOS,10000.0,334.0,15.0,QUA,13:55 Ã s 15:45,Vera Lucia Peixoto Santos Mendes
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ADM647 - POLITICAS SOCIAIS,10000.0,334.0,15.0,QUI,08:50 Ã s 10:40,Paulo de Arruda Penteado Filho
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
