Disciplina,Turma,Coleg.,Vagas Ofe,Dia,HorÃ¡rio,Docente
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
FOF564 - CIRURGIA EXPERIMENTAL,10100.0,800.0,25.0,CMB,00:00 Ã s 23:00,Tania Tavares Rodriguez
,11000.0,290.0,20.0,CMB,00:00 Ã s 23:00,Tania Tavares Rodriguez
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
FOF790 - PESQUISA ORIENTADA,10000.0,800.0,10.0,CMB,00:00 Ã s 23:00,Viviane Almeida Sarmento
,,290.0,20.0,,,Viviane Almeida Sarmento
,,800.0,10.0,,,Jean Nunes dos Santos
,,290.0,20.0,,,Jean Nunes dos Santos
,,,,,,Aguida Cristina Gomes Henriques Leitao
,,800.0,10.0,,,Aguida Cristina Gomes Henriques Leitao
,,,,,,Patricia Ramos Cury
,,290.0,20.0,,,Patricia Ramos Cury
,,800.0,10.0,,,Flavia Calo de Aquino Xavier
,,290.0,20.0,,,Flavia Calo de Aquino Xavier
,,800.0,10.0,,,Andreia Cristina Leal Figueiredo
,,290.0,20.0,,,Andreia Cristina Leal Figueiredo
,,,,,,Ieda Margarida Crusoe Rocha Rebello
,,800.0,10.0,,,Ieda Margarida Crusoe Rocha Rebello
,20000.0,800.0,25.0,CMB,00:00 Ã s 23:00,Ieda Margarida Crusoe Rocha Rebello
,,,,,,Clarissa Araujo Gurgel Rocha
,,,,,,Paulo Sergio Flores Campos
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
FOFA69 - EXAME DE QUALIFICAÃÃO,10000.0,290.0,20.0,CMB,00:00 Ã s 23:00,Viviane Almeida Sarmento
,,,,,,Jean Nunes dos Santos
,,,,,,Aguida Cristina Gomes Henriques Leitao
,,,,,,Patricia Ramos Cury
,,,,,,Flavia Calo de Aquino Xavier
,,,,,,Andreia Cristina Leal Figueiredo
,,,,,,Ieda Margarida Crusoe Rocha Rebello
,20000.0,800.0,10.0,CMB,00:00 Ã s 23:00,Luciana Maria Pedreira Ramalho
,,,,,,Viviane Almeida Sarmento
,,,,,,Jean Nunes dos Santos
,,,,,,Ieda Margarida Crusoe Rocha Rebello
,,,,,,Paulo Sergio Flores Campos
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
FOFA70 - DEFESA DE TESE,10000.0,800.0,10.0,CMB,00:00 Ã s 23:00,Viviane Almeida Sarmento
,,,,,,Jean Nunes dos Santos
,,,,,,Ieda Margarida Crusoe Rocha Rebello
,,,,,,Paulo Sergio Flores Campos
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
FOFB37 - PUBLICAÃÃO CIENTIFICA,10000.0,290.0,20.0,CMB,00:00 Ã s 23:00,Viviane Almeida Sarmento
,,,,,,Jean Nunes dos Santos
,,,,,,Aguida Cristina Gomes Henriques Leitao
,,,,,,Patricia Ramos Cury
,,,,,,Flavia Calo de Aquino Xavier
,,,,,,Andreia Cristina Leal Figueiredo
,,,,,,Ieda Margarida Crusoe Rocha Rebello
,20000.0,800.0,10.0,CMB,00:00 Ã s 23:00,Luciana Maria Pedreira Ramalho
,,,,,,Viviane Almeida Sarmento
,,,,,,Jean Nunes dos Santos
,,,,,,Ieda Margarida Crusoe Rocha Rebello
,,,,,,Paulo Sergio Flores Campos
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
FOFB39 - DEFESA DE DISSERTAÃÃO,10000.0,290.0,20.0,CMB,00:00 Ã s 23:00,Viviane Almeida Sarmento
,,,,,,Jean Nunes dos Santos
,,,,,,Aguida Cristina Gomes Henriques Leitao
,,,,,,Patricia Ramos Cury
,,,,,,Flavia Calo de Aquino Xavier
,,,,,,Andreia Cristina Leal Figueiredo
,,,,,,Ieda Margarida Crusoe Rocha Rebello
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
FOFB53 - LABORATÃRIOS DE ANATOMIA PATOLÃGICA,10000.0,800.0,25.0,CMB,00:00 Ã s 23:00,Jean Nunes dos Santos
,,,,,,Aguida Cristina Gomes Henriques Leitao
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
FOFB57 - ESTÃGIO DOCÃNCIA,10000.0,800.0,15.0,CMB,00:00 Ã s 23:00,Luciana Maria Pedreira Ramalho
,,,,,,Viviane Almeida Sarmento
,,,,,,Jean Nunes dos Santos
,,,,,,Patricia Ramos Cury
,,,,,,Ieda Margarida Crusoe Rocha Rebello
,,,,,,Paulo Sergio Flores Campos
