Disciplina,Turma,Coleg.,Vagas Ofe,Dia,Horário,Docente
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
FAR004 - ORGANIZAÇÃO EMPRESARIAL DE FARMÁCIA E DROGARIA,10000.0,281.0,30.0,SEG,18:30 às 21:15,Edimar Caetite Junior
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
FAR100 - FARMACOGNOSIA,10100.0,204.0,10.0,SEG,08:50 às 10:40,Albertino Freitas Santana Neto
,,,,,,Ademir Evangelista do Vale
,,,,,10:40 às 12:30,Ademir Evangelista do Vale
,10200.0,204.0,10.0,SEG,08:50 às 10:40,Albertino Freitas Santana Neto
,,,,,,Ademir Evangelista do Vale
,,,,TER,08:50 às 10:40,Albertino Freitas Santana Neto
,10300.0,204.0,10.0,SEG,08:50 às 10:40,Albertino Freitas Santana Neto
,,,,,,Ademir Evangelista do Vale
,,,,TER,10:40 às 12:30,Albertino Freitas Santana Neto
,10400.0,204.0,10.0,SEG,08:50 às 10:40,Albertino Freitas Santana Neto
,,,,,,Ademir Evangelista do Vale
,,,,TER,13:00 às 14:50,Albertino Freitas Santana Neto
,10800.0,204.0,10.0,SEG,08:50 às 10:40,Albertino Freitas Santana Neto
,,,,,,Ademir Evangelista do Vale
,,,,QUA,08:50 às 10:40,Albertino Freitas Santana Neto
,10900.0,204.0,10.0,SEG,08:50 às 10:40,Albertino Freitas Santana Neto
,,,,,,Ademir Evangelista do Vale
,,,,QUA,10:40 às 12:30,Albertino Freitas Santana Neto
,11000.0,204.0,10.0,SEG,08:50 às 10:40,Albertino Freitas Santana Neto
,,,,,,Ademir Evangelista do Vale
,,,,QUA,13:00 às 14:50,Albertino Freitas Santana Neto
,20500.0,281.0,10.0,TER,18:30 às 20:20,Ademir Evangelista do Vale
,,,,QUI,20:20 às 22:10,Ademir Evangelista do Vale
,20600.0,281.0,10.0,TER,20:20 às 22:10,Ademir Evangelista do Vale
,,,,QUI,20:20 às 22:10,Ademir Evangelista do Vale
,20700.0,281.0,10.0,QUI,18:30 às 20:20,Ademir Evangelista do Vale
,,,,,20:20 às 22:10,Ademir Evangelista do Vale
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
FAR101 - FARMACOGNOSIA II,10100.0,204.0,10.0,TER,08:50 às 10:40,Juceni Pereira de Lima David
,,,,QUI,07:00 às 08:50,Juceni Pereira de Lima David
,,,,,,Edna Maura Prata de Araujo
,,,,,,Ademir Evangelista do Vale
,10200.0,204.0,10.0,TER,10:40 às 12:30,Juceni Pereira de Lima David
,,,,QUI,07:00 às 08:50,Juceni Pereira de Lima David
,,,,,,Edna Maura Prata de Araujo
,,,,,,Ademir Evangelista do Vale
,20300.0,204.0,10.0,QUI,08:50 às 10:40,Juceni Pereira de Lima David
,,,,,,Edna Maura Prata de Araujo
,,,,,,Ademir Evangelista do Vale
,,,,SEX,07:00 às 08:50,Edna Maura Prata de Araujo
,20400.0,204.0,10.0,QUI,08:50 às 10:40,Juceni Pereira de Lima David
,,,,,,Edna Maura Prata de Araujo
,,,,,,Ademir Evangelista do Vale
,,,,SEX,08:50 às 10:40,Edna Maura Prata de Araujo
