"Disciplina","Turma","Coleg.","Vagas Ofe","Dia","Horário","Docente"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"BIO006 - FUNDAMENTOS ZOOLOGIA","010100","219","5","QUA","08:50 às 10:40","Romulo Barroso Baptista"
NA,NA,"226","2",NA,NA,"Romulo Barroso Baptista"
NA,NA,"209","18",NA,NA,"Romulo Barroso Baptista"
NA,NA,"226","2",NA,"10:40 às 12:30","Romulo Barroso Baptista"
NA,NA,"209","18",NA,NA,"Romulo Barroso Baptista"
NA,NA,"219","5",NA,NA,"Romulo Barroso Baptista"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"BIO007 - INTRODUÇÃO A BIOLOGIA","010000","209","55","SEG","07:00 às 08:50","Gilberto Cafezeiro Bomfim"
NA,NA,NA,NA,"QUA","07:00 às 08:50","Docente Substituto a Contratar"
NA,"030000","207","40","SEG","14:50 às 16:40","Tania Regina Marques da Silva"
NA,NA,NA,NA,"QUA","14:50 às 16:40","Tania Regina Marques da Silva"
NA,"050000","202","20","TER","07:00 às 08:50","Iara Sordi Joachim Bravo"
NA,NA,NA,NA,"QUI","07:00 às 08:50","Iara Sordi Joachim Bravo"
NA,"060000","202","30","TER","08:50 às 10:40","Iara Sordi Joachim Bravo"
NA,NA,NA,NA,"QUI","08:50 às 10:40","Iara Sordi Joachim Bravo"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"BIO009 - BIOLOGIA SANITARIA","010100","107","15","SEG","16:40 às 18:30","Debora de Lucca Chaves Preza"
NA,NA,NA,NA,"QUI","07:00 às 09:45","Bianca Denise Barbosa da Silva"
NA,NA,NA,NA,NA,NA,"Wagner Ferreira Magalhaes"
NA,"010200","107","15","SEG","16:40 às 18:30","Debora de Lucca Chaves Preza"
NA,NA,NA,NA,"QUI","09:45 às 12:30","Docente Substituto a Contratar"
NA,NA,NA,NA,NA,NA,"Doriedson Ferreira Gomes"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"BIO010 - BIOLOGIA CELULAR E MOLECULAR","010100","280","15","SEG","18:30 às 20:20","Carlos Eduardo Sampaio Guedes"
NA,NA,NA,NA,"QUA","18:30 às 20:20","Carlos Eduardo Sampaio Guedes"
NA,"010200","280","15","SEG","18:30 às 20:20","Carlos Eduardo Sampaio Guedes"
NA,NA,NA,NA,"QUA","20:20 às 22:10","Carlos Eduardo Sampaio Guedes"
NA,"010300","280","15","SEG","18:30 às 20:20","Carlos Eduardo Sampaio Guedes"
NA,NA,NA,NA,"QUA","18:30 às 20:20","Gilberto Cafezeiro Bomfim"
NA,"020400","202","15","TER","08:50 às 10:40","Gilberto Cafezeiro Bomfim"
NA,NA,NA,NA,"QUI","08:50 às 10:40","Carlos Eduardo Sampaio Guedes"
NA,"020700","202","15","TER","08:50 às 10:40","Gilberto Cafezeiro Bomfim"
NA,NA,NA,NA,"QUI","08:50 às 10:40","Gilberto Cafezeiro Bomfim"
NA,"030500","202","15","TER","10:40 às 12:30","Carlos Eduardo Sampaio Guedes"
NA,NA,NA,NA,"QUI","10:40 às 12:30","Carlos Eduardo Sampaio Guedes"
NA,"030600","202","15","TER","10:40 às 12:30","Carlos Eduardo Sampaio Guedes"
NA,NA,NA,NA,"QUI","10:40 às 12:30","Gilberto Cafezeiro Bomfim"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"BIO032 - FISIOLOGIA ANIMAL COMPARADA","010100","202","16","QUA","13:00 às 14:50","Docente Substituto a Contratar"
NA,NA,NA,NA,NA,NA,"Carlos Eduardo Copatti"
NA,NA,NA,NA,"QUI","13:00 às 14:50","Carlos Eduardo Copatti"
NA,"010200","202","16","QUA","13:00 às 14:50","Docente Substituto a Contratar"
NA,NA,NA,NA,NA,NA,"Carlos Eduardo Copatti"
NA,NA,NA,NA,"QUI","14:50 às 16:40","Docente Substituto a Contratar"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"BIO103 - GENETICA HUMANA","010100","190","1","QUA","13:00 às 14:50","Acacia Fernandes Lacerda de Carvalho"
NA,NA,"280","10",NA,NA,"Acacia Fernandes Lacerda de Carvalho"
NA,NA,"202","5",NA,NA,"Acacia Fernandes Lacerda de Carvalho"
NA,NA,"190","1",NA,"14:50 às 16:40","Acacia Fernandes Lacerda de Carvalho"
NA,NA,"202","5",NA,NA,"Acacia Fernandes Lacerda de Carvalho"
