"Disciplina","Turma","Coleg.","Vagas Ofe","Dia","Horário","Docente"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"IPSA01 - PSICOLOGIA I","010000","309","5","SEG","07:00 às 08:50","Docente Substituto a Contratar"
NA,NA,"301","45",NA,NA,"Docente Substituto a Contratar"
NA,NA,"190","2",NA,NA,"Docente Substituto a Contratar"
NA,NA,"301","45","QUA","07:00 às 08:50","Docente Substituto a Contratar"
NA,NA,"190","2",NA,NA,"Docente Substituto a Contratar"
NA,NA,"309","5",NA,NA,"Docente Substituto a Contratar"
NA,"020000","314","3","TER","08:50 às 10:40","Fabio Jose Rios da Costa"
NA,NA,"226","2",NA,NA,"Fabio Jose Rios da Costa"
NA,NA,"301","45",NA,NA,"Fabio Jose Rios da Costa"
NA,NA,"226","2","QUI","08:50 às 10:40","Fabio Jose Rios da Costa"
NA,NA,"314","3",NA,NA,"Fabio Jose Rios da Costa"
NA,NA,"301","45",NA,NA,"Fabio Jose Rios da Costa"
NA,"030000","308","60","SEG","10:40 às 12:30","Docente Substituto a Contratar"
NA,NA,NA,NA,"QUA","10:40 às 12:30","Docente Substituto a Contratar"
NA,"040000","308","60","TER","07:00 às 08:50","Docente Substituto a Contratar"
NA,NA,NA,NA,"QUI","07:00 às 08:50","Docente Substituto a Contratar"
NA,"050000","304","20","TER","16:40 às 18:30","Docente Substituto a Contratar"
NA,NA,"210","31",NA,NA,"Docente Substituto a Contratar"
NA,NA,"304","20","QUI","16:40 às 18:30","Docente Substituto a Contratar"
NA,NA,"210","31",NA,NA,"Docente Substituto a Contratar"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"IPSA03 - INTRODUCAO A PSICOLOGIA","010000","226","8","TER","18:30 às 20:20","Docente Substituto a Contratar"
NA,NA,"286","30",NA,NA,"Docente Substituto a Contratar"
NA,NA,"580","5",NA,NA,"Docente Substituto a Contratar"
NA,NA,"286","30","QUI","18:30 às 20:20","Docente Substituto a Contratar"
NA,NA,"580","5",NA,NA,"Docente Substituto a Contratar"
NA,NA,"226","8",NA,NA,"Docente Substituto a Contratar"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"IPSA08 - TEORIAS  E SISTEMAS PSICOLOGICOS I","010000","387","2","SEG","10:40 às 12:30","Maria Angelia Teixeira"
NA,NA,"313","46",NA,NA,"Maria Angelia Teixeira"
NA,NA,"327","3",NA,NA,"Maria Angelia Teixeira"
NA,NA,"313","46","SEX","08:50 às 10:40","Maria Angelia Teixeira"
NA,NA,"327","3",NA,NA,"Maria Angelia Teixeira"
NA,NA,"387","2",NA,NA,"Maria Angelia Teixeira"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"IPSA09 - TEORIAS  E SISTEMAS PSICOLOGICOS II","010000","226","3","SEG","08:50 às 10:40","Maria Alice Queiroz de Brito"
NA,NA,"313","46",NA,NA,"Maria Alice Queiroz de Brito"
NA,NA,"286","2",NA,NA,"Maria Alice Queiroz de Brito"
NA,NA,"313","46","QUA","08:50 às 10:40","Maria Alice Queiroz de Brito"
NA,NA,"286","2",NA,NA,"Maria Alice Queiroz de Brito"
NA,NA,"226","3",NA,NA,"Maria Alice Queiroz de Brito"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"IPSA10 - TEORIAS E SISTEMAS PSICOLOGICOS III","010000","313","47","QUA","10:40 às 12:30","Tiago Alfredo da Silva Ferreira"
NA,NA,"226","2",NA,NA,"Tiago Alfredo da Silva Ferreira"
NA,NA,"190","2",NA,NA,"Tiago Alfredo da Silva Ferreira"
NA,NA,"313","47","SEX","10:40 às 12:30","Tiago Alfredo da Silva Ferreira"
NA,NA,"190","2",NA,NA,"Tiago Alfredo da Silva Ferreira"
NA,NA,"226","2",NA,NA,"Tiago Alfredo da Silva Ferreira"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"IPSA14 - PSICOLOGIA SOCIAL I","010100","382","60","SEX","18:30 às 20:20","Virginia Lucia Britto Silva"
NA,NA,NA,NA,NA,"20:20 às 22:10","Virginia Lucia Britto Silva"
NA,"020200","382","60","SAB","13:00 às 14:50","Virginia Lucia Britto Silva"
NA,NA,NA,NA,NA,"14:50 às 16:40","Virginia Lucia Britto Silva"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
